opis;klasa
mieszkaniec prosi o odbior odpadow zmieszanych z ul.sniegockiego 5. odbior byl w dniu dzisiejszym tj 06.04 z tym, ze wlasciciel nieruchomosci nie wystawil pojemnika na czas. w zwiazku z tym bardzo prosi o odbior zmieszanych. prosze o realizacje zgloszenia w dniu dzisiejszym.. ;Wywoz odpadow
"kategoria: mobi, smieci do usuniecia
osoba zglaszajaca: mieszkaniec anonimowy
ulica: ptasia 9
zgloszenie: z-5898740-f1f6z8";Sprzatanie miasta
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: uprzejmie prosze o dostarczenie pod w/w adres calej rolki workow do odpadow zielonych pod tym adresem jest trzech platnikow i trzy ogrody potrzeby sa duze na wiosne
dziekuje -czekamy";Pojemniki/worki na odpady
"temat: inne
opis miejsca: ul.orkana 61/2
mariola sikorzynska
opis: prosze o podanie aktualnego zadluzenia na moje nazwisko mariola sikorzynska
ul.orkana 61/2 kod platnika 490671
informacje prosze podac na adres e-mail j/n";Inne
brak odbioru odpadow z tworzyw sztucznych na ul.wieniawskiego 26. odbior zgodnie z harmonogramem mial odbyc sie dnia 05.04 ale nie zostal zrealizowany. prosze o odbior odpadow w dniu dzisiejszym. ;Wywoz odpadow
"temat: uszkodzenie pojemnika - koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: polamany pojemnik na odpady zmieszane w komorze smieciowej nr 13";Pojemniki/worki na odpady
"temat: uszkodzenie pojemnika - koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: polamany pojemnik w komorze smieciowej nr 26";Pojemniki/worki na odpady
"szanowni panstwo
dotyczy: wiejskiej 19.
w zalaczeniu przesylam zdjecia dotyczace niszczenia zieleni jak rowniez dokonano zabrudzenia drogi dojazdowej.
prosze o doczyszczenie terenu drogi oraz naprawienie poboczy drogi.";Inne
zgloszenie dotyczy przepelnionego pojemnika na makulature, w zwiazku z brakiem odbioru w dniu wczorajszym tj.05.04. osoba zglaszajaca twierdzi, ze wszystkie inne odpady sa odbierane  systematyczne, natomiast odbior papieru jest  caly czas pomijany z tej nieruchomosci. prosze o odbior odpadow z w dniu dzisiejszym.;Wywoz odpadow
"dzien dobry, 
zwracam sie z prosba o dostarczenie na ul. miedzygorska 7 dodatkowych workow do segregacji papieru, odpadow zielonych, szkla oraz plastikow. 
pozdrawiam, ";Pojemniki/worki na odpady
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: prosze o dostarczenie 10 szt. workow na tworzywa sztuczne";Pojemniki/worki na odpady
prosze o wymiane dwoch pojemnikow na odpady komunalne o poj. 120 z powodu uszkodzenia ul.al. kasprowicza 90. na tej nieruchomosci zamieszkuja dwie oddzielne rodziny pani czaja-ociepa ann i pani teresa jaskiewicz. prosze o realizacje zgloszenia. ;Pojemniki/worki na odpady
prosze o  dostarczenie 100 sztuk workow na odpady zielone na ul. strachocinska 211c prosze o realizacje zgloszenia. ;Pojemniki/worki na odpady
"temat: tereny zewnetrzne - wnetrza podworzowe
dzielnica: stare miasto
opis miejsca: teren przy pojemnikach na smieci.
opis: witam, od lutego zglaszam zarzadcy koniecznosc posprzatania terenu przy smietniku, na prozno. prosze o interwencje.";Sprzatanie miasta
"temat: inne
opis: dzien dobry,
prosze o kontakt w sprawie przesylki wyslanej na kowienska 47a. nie otrzymalismy nr rachunku do oplacania podatku na odpady. prosze o wyslanie korespondencji na adres biuro@4mmmm.pl.";Inne
"zglaszajacy : alicja nowakowska
telefon :
telefon komorkowy :
mail : alicja.nowakowska@budotex.pl

data  zgloszenia : 15:06:37,2018.04.06
kategoria : inne
podkategoria : odpady w pasie drogowym
 
ulica : jezdziecka ul.
lokalizacja : ul. jezdziecka, glownie strona nieparzystych numerow
opis :

dzien dobry, 
prosimy o uprzatniecie terenu pasa drogowego wzdluz ulicy jezdzieckiej, glownie strona nieparzystych numerow.

z powazaniem";Sprzatanie miasta
brak odbioru odpadow z tworzyw sztucznych, zgodnie z harmonogramem, mial byc dnia 07.04 . prosze o interwencyjny odbior odpadow w dniu dzisiejszym ul pedagogiczna 20;Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: pojemnik udostepniony do oproznienia, smieci nie zostaly zabrane.";Wywoz odpadow
"dzien dobry.
 
spolka  zarzadcaâ€ť z siedziba we wroclawiu przy ul. szybkiej 3â€ťbâ€ť lok. 2 i 3, zwraca sie z prosba o dostarczenie do pokoju nr 3 tutejszej spolki workow na odpady zielone:
 
- dzielnica krzyki - 900 szt.,
- dzielnica fabryczna - 100 szt.
 
pozdrawiam
maria kurach
dzial obslugi wspolnot mieszkaniowych";Pojemniki/worki na odpady
"zglaszajacy : maciej iwanczewski
telefon :
telefon komorkowy :
mail : iwan@nawi.pl

data  zgloszenia : 22:23:17,2018.04.09
kategoria : inne
podkategoria : zanieczyszczenie nawierzchni
 
ulica : strzegomska (s) ul.
lokalizacja : ul. strzegomska-ul. braniborska od ul. jaworskiej do dw. swiebodzkiego
opis : dzien dobry.
uprzejmie prosze o posprzatanie ulicy strzegomskiej/braniboskiej (a dokladniej wydzielonej czesci dla rowerow) od mniej wiecej ul. jaworskiej do swiebodzkiego (w obu kierunkach).
prosba wynika z tego, ze na niektorych odcinkach ulica przypomina bardzie piaskownice niz ulice z asfaltu.
dziekuje,
maciej iwanczewski";Sprzatanie miasta
"prosze o dostarczenie workow brazowych na odpady zielone dla ww. wm do biura na ul. sliczna 6 w ilosci 100 szt.
kontakt tel. z panem stanislaw roslon- tel. 717975761";Pojemniki/worki na odpady
"zglaszajacy : oleander2
telefon :
telefon komorkowy :
mail : oleander2@interia.pl

data  zgloszenia : 08:20:55,2018.04.10
kategoria : inne
podkategoria : zanieczyszczenie nawierzchni
 
ulica : reymonta wladyslawa ul.
lokalizacja : ul. reymonta, kier. od pl.staszica przed wiaduktem kolejowym ul. kleczkowska, sciezka rowerowa strona prawa
opis : 
dzien dobry
szanowni panstwo,
od kilku dni lezy nieposprzatane rozbite szklo na sciezce rowerowej - jadac od rynku po prawej stronie przed wiaduktem kolejowym przy ul. kleczkowskiej.
ponadto chodnik przy ul. pomorskiej jest uslany rozbitymi butelkami. 
z powazaniem
ewa musial
fwd: #@147960#@ ul. reymonta / wiadukt ul. kleczkowska - szklo - nr zgloszenia";Sprzatanie miasta
"temat: podstawienie kontenera
zarzadca: spoldzielnia mieszkaniowa nowy dwor
opis miejsca: ciag pieszo jezdny przy tunelu w kierunku przedszkola
opis: prosimy o podstawienie kontenera na bio 16m2 w dniu 12.04.2018";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: zzn sp.z o.o oddzial wroclaw ul.slowicza 16 wroclaw
opis miejsca: prosze o postawienie pojemnika na odpady wielkogabarytowe na terenie nieruchomosci oporowska 6
opis: prosze o informacje w jakim dniu usluga zostanie wykonana";Strefa Zarzadcy
"temat: tereny zewnetrzne - chodniki
dzielnica: srodmiescie
opis miejsca: ulica benedykta polaka 18, chodnik jak na zalaczonym zdjeciu. zalaczam mapke z google maps.
opis: na chodniku lezy kupka smieci.";Sprzatanie miasta
prosze o dostarczenie workow brazowych na odpady zielone do siedziby archicom- ul. matejki 2c w ilosci 1000 szt. w zwiazku z pracami na zarzadzanych wm (oltaszyn, brochow, torowa, kamienskiego, sienkiewicza, matejki).;Pojemniki/worki na odpady
"temat: inne
opis miejsca: od strony podworza przy oslonie smietnikowej.
opis: zgloszenie wywozu odpadow wielkogabarytowych
witam, jako zarzadca wspolnoty przy ul. dlugosza 62 we wroclawiu zwracam sie z prosba o postawienie kontenera na odpady gabarytowe w granicy nieruchomosci. w przypadku naliczenia oplaty za podstawienie kontenera prosimy o wczesniejsza informacje. bede wdzieczna za szybka reakcje. pozdrawiam anna orzechowska samodzielny referent ds. wspolnot mieszkaniowych";Strefa Zarzadcy
"temat: zmiana wielkosci pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 240l
opis: prosze o zmiane pojemnika 120l na 240l";Pojemniki/worki na odpady
brak odbioru odpadow opakowaniowych ze szkla zgodnie z harmonogramem na ul. koreanskiej 23/1, odbior mial byc dnia 10.04. prosze o odbior odpadow z pojemnika jak i wystawionych workow. prosze o realizacje zgloszenia w dniu dzisiejszym.;Wywoz odpadow
"wlasciciel nieruchomosci informuje, ze w dniu 10-04-2018 w godzinach popoludniowych pracownik firmy alba zabral pojemnik na odpady zmieszane.
nieruchomosc bazancia 31 nie posiada pojemnika na zmieszane odpady komunalne, prosze o pilne dostarczenie pojemnika o pojemnosci 120 l.
pan prosi o wyjasnienie sprawy 71/329-83-15.";Pojemniki/worki na odpady
"temat: podstawienie kontenera
zarzadca: zespol zarzadcow nieruchomosci sp. z o.o. ul. slowicza 16 wroclaw
opis miejsca: prosze o podstawienie kontenera na gabaryty przy oslonie smietnikowej orzechowa 103.
opis: w imieniu mieszkancow zarzadzanej przez nas nieruchomosci prosze o podstawienie kontenera na gabaryty, ktory prosze postawic przy oslonie smietnikowej orzechowa 103. 
prosze o podanie daty podstawienia kontenera";Strefa Zarzadcy
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: z mojej posesji nie odebrano zoltych workow,( juz 3 terminy minely), a uzbieraly sie juz 3 pelne worki.
to jest moja kolejna interwencja. czy za kazdym razem musze do panstwa pisac, aby ktos przyjechal i odebral pelne worki?
nastepny termin odbioru to dopiero 24.04.2018.
prosze o usuniecie pelnych workow.";Wywoz odpadow
"zglaszajacy : cpr
telefon :
telefon komorkowy :
mail :

data  zgloszenia : 11:34:29,2018.04.10
kategoria : inne
podkategoria : zanieczyszczenie nawierzchni
 
ulica : zmigrodzka ul.
lokalizacja : ul. zmigrodzka od jezioranskiego, przy hotelu haston
opis : wedlug zglaszajacego:
rozsypany zwir na jezdni w podanej lokalizacji.
w momencie kontroli w dniu 11.04.2018r. brak wskazanych zanieczyszczen jezdni. zalaczono przykladowe zdjecia z wizji.
fwd: #@147979#@ ul. zmigrodzka / ul. nowaka jezioranskiego - rozsypany zwir na jezdni - nr zgloszenia";Sprzatanie miasta
"witam,
od wczoraj(09.04.18) stoja pojemniki na makulature, zgodnie z harmonogramem f-ma powinna wywiezc makulature. nastepny termin jest 05.05.18(sobota) moze byc tez nie uda sie oproznic pojemnikow na makulature przy al.wisniowej! (cala al. wisniowa)
pozdrawiam
zygmunt nikodem";Wywoz odpadow
w dniu dzisiejszym byl odbior odpadow zmieszanych na ul ananasowa 24. w pojemniku znajdowalo sie opakowanie styropianowe, ktore pozostal w pojemniku. pani wystawi styropian w worku, ktory bedzie prawidlo oznaczony. prosze o realizacje zgloszenia w dniu dzisiejszym.;Wywoz odpadow
"temat: wymiana kontenera
zarzadca: gmina wroclaw
opis miejsca: na chodnik naprzeciwko budynku przy ul. gajowej 21 przy latarni. w zalaczeniu zdjecie nowej lokalizacji
opis: w zwiazku z otrzymana zgoda ze zdium na przeniesienie pojemnikow na odpady komunalne dla mieszkancow nieruchomosci przy ul. gajowej 25 na chodnik prosze o podstawienie 1 pojemnika 1100 litrow a zabranie 4 pojemnikow  240 litrow stojacych na ulicy przy budynku gliniana 38";Strefa Zarzadcy
prosze o dostarczane 100 sztuk workow na odpady zielone ul. oporowska 1 do przedszkola integracyjnego  nr 89 tel. 717986819;Pojemniki/worki na odpady
"opis zgloszenia: 
wysypisko gruzu, ziemi i smieci. teren zielony na wale przeciwpowodziowym byl zadbany i czysty, a teraz ktos wyrzucil tam smieci. 

lokalizacja: 
od ulicy gwareckiej 8, idac przy wale przeciwpowodziowym wzdluz rzeki w strone lasu.   

dane zglaszajacego: 
(jesli zostaly podane) 
imie i nazwisko      : 
adres                     : 
telefon kont.          : 

osoba informujaca: 
imie i nazwisko      : agnieszka ponichtera 
zespol tcom 
urzad miasta wroclawia";Sprzatanie miasta
"temat: pas drogowy - zielence
dzielnica: krzyki
opis miejsca: na wysokosci schoniska dla bezdomnych
opis: zleleniec caly w smieciach i galeziach.";Sprzatanie miasta
"zglaszajacy : obywatel
telefon :
telefon komorkowy :
mail :

data  zgloszenia : 21:18:37,2018.04.10
kategoria : inne
podkategoria : zielen
 
ulica : skrajna ul.
lokalizacja : ul. skrajna 10-16
opis : wg zglaszajacego : zarastajacy trawa chodnik , problem z przejazdem np wozkiem. zglaszajacy sugeruje potraktowanie zieleni srodkiem chwastobojczym
fwd: #@148012#@ ul.skrajna - chodnik - nr zgloszenia";Sprzatanie miasta
brak odbioru odpadow zielonych zgodnie z harmonogramem, ktory mial odbyc sie dnia  11 kwietnia na ul. brossa 42, zgloszenie dotyczy calej ulicy brossa. prosze o realizacje zgloszenia w dniu dzisiejszym.;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: zgloszenie za posrednictwem rady osiedla biskupin-sepolno-dabie-bartoszowice
opis miejsca: na przeciwko kioskow ze zniczami i kwiatami - rog partyzantow/smetna
opis: prosba o podstawienie kontenera na odpady zielone w najblizszym mozliwym terminie, na rogu ul. partyzantow i smetnej, na przeciwko kioskow obok cmentarza.";Strefa Zarzadcy
prosze o dostarczenie 20 sztuk workow na bio-odpady i 10 sztuk workow na papier ul.sycowska 5, worki prosze wrzucic na posesje. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
brak odbioru odpadow. bardzo duzo workow bio wystawionych przed posesje.;Wywoz odpadow
wlasciciel nieruchomosci zglasza brak odbioru odpadow zielonych z ul. jarnoltowska 7- pani prosi o pilny odbior oraz dostarczenie workow brazowych w ilosci 5 szt.;Wywoz odpadow
"temat: podstawienie kontenera
zarzadca: domicilium
opis miejsca: prosze o podstawienie kontenera od odpady ziole za wiata smietnikowa przy ul. kukuczki 19
opis: prosze o podstawienie kontenera od odpady ziole za wiata smietnikowa przy ul. kukuczki 19";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: wspolnota mieszkaniowa ul. cynamonowa 16-30 i bazyliowa 2-12d we wroclawiu
opis miejsca: na przeciwko biura przy ul. bazyliowej 10
opis: rodzaj odpadow: odpady wielkogabarytowe
rodzaj pojemnika: kontenery";Strefa Zarzadcy
"dzien dobry - prosze o podstawienia kontenera na ulice dzerzoniowska 17a  na potrzeby mieszkancow.
                                                                              tadeusz bystry radny osiedla gaj,tel 601 71 89 25.
                                                                    
                                                                                                                                      dziekuje.";Strefa Zarzadcy
"osoba zglaszajaca prosi o pilny odbior odpadow zielonych z calej ul. parafialnej (m. in. nr 2, 8, 10, 11).
prosze o przekazanie workow w ilosci workow zabranych.";Wywoz odpadow
"witamy,
przekazujemy do panstwa wiadomosc mieszkanki przeslana poprzez formularz kontaktowy do teleinformatycznego centrum obslugi mieszkanca, a dotyczaca zakresu panstwa dzialan. bardzo prosimy o zajecie sie ta sprawa. mail zostal wyslany z adresu: ewa.przysiezna@gmail.com
pozdrawiamy
zespol teleinformatycznego centrum obslugi mieszkanca 
dzien dobry po parzystej stronie ulicy bonczyka numery 10, 12; przy jezdni/chodnik stale jest bloto (link).widzialam juz kilka razy ekipe sprzatajaca bloto, ale niestety jest to nieskuteczne:1. najczesciej stoja tu samochody wiec, mozliwe jest posprzatanie czesciowe (tylko wokol parkujacych samochodow)2. w niedlugim czasie znowu jest jak z przed sprzatania z dnia 15.01.2018
zwracam sie z uprzejma prosba o polozenie np. rzedu plyt chodnikowych, jak to zrobiono w innych czesciach ulicy i tam blota nie ma.z powazaniem ewa przysiezna";Sprzatanie miasta
"temat: podstawienie kontenera
zarzadca: wroclawskie mieszkania sp. z o.o.
opis miejsca: wnetrze podworzowe
opis: podstawienie kontenera celem uprzatniecia terenu wnetrza podworzowego";Strefa Zarzadcy
"temat: odbior kontenera
zarzadca: fontis
opis miejsca: mgo dla numerow 1-5
opis: mgo dla numerow 1-5, prosze o uprzatniecie zalegajacych gabarytow przy ul. monte cassino. wspolnie ze straza miejska usilujemy ustalic osoby permanentnie podrzucajace odpady na tej ulicy. w tym celu potrzebujemy, zeby zostaly zabrane te obecnie zalegajace. bardzo prosze o pomoc.";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: fontis
opis miejsca: z tylu w podworzu wspolnoty sniadeckich 45, prosze o podstawienie przez weekend.
opis: z tylu w podworzu wspolnoty sniadeckich 45, prosze o podstawienie przez weekend.";Strefa Zarzadcy
"temat: podstawienie kontenera
zarzadca: rod x lecia
opis miejsca: rod x lecia ul. odkrywcow 58 .na terenie ogrodu, za domem dzialkowca.
opis: prosze o podstawienie kontenera na odpady zielone w dniu 23.04 .2018  przy rod x lecia we wroclawiu.";Strefa Zarzadcy
zgloszenie dotyczy niezamykania wiaty smietnikowej przez pracownikow firmy wywozowej. ul. obroncow poczty gdanskiej 58-66.tak sytuacja moze powodowac zagrozenie dla mieszkancow. prosze o zdyscyplinowanie pracownikow firmy wywozowej i realizacje zgloszenia. pan jaroslaw krauze- radny miasta wroclaw, prosi o wyjasnienie sprawy, oraz telefoniczna informacje zwrotna tel.502640847  o podjetych dzialaniach w dniu dzisiejszym.;Inne
"zglaszajacy : czk
telefon :
telefon komorkowy :
mail :

data  zgloszenia : 07:41:56,2018.04.17
kategoria : inne
podkategoria : zanieczyszczenie nawierzchni
 
ulica : dubois stanislawa ul.
lokalizacja : dubois miedzy pomorska a kurkowa
opis : plama oleju w wyniku kolizji.
powiadomiono  07: 38 wpo alba.  /rb
fwd: #@148339#@ ul.dubois- plama oleju - nr zgloszenia";Sprzatanie miasta
zarzadca terenu zglasza o zabraniu pojemnikow na odpady komunalne z powodu rezygnacji dwoch firm ktore nie prowadza juz dzialalnosci gospodarczej na terenie ul. krakowskiej 141-155. prosba o kontakt telefoniczny  pod nr 535262999  do pani celuh martyny, celem wskazania miejsca miejsca zabrania pojemnikow. prosze o weryfikacje danych i realizacje zgloszenia.;Pojemniki/worki na odpady
prosze o dostarczenie jeszcze jednego pojemnika na papier i tekture o poj. 1100l  z powodu duzej ilosci makulatury na ul.szczecinska 11a firma berger bau polska. prosze o realizacje zgloszenia.;Pojemniki/worki na odpady
"wlasciciel nieruchomosci starobielawska 50 zglasza problem dotyczacy dostarczania workow brazowych. w dniu 16-04-2018 pracownicy odebrali 5 szt. workow a pan otrzymal tylko 3 worki.
klient prosi o dostarczenie 10 szt. workow brazowych oraz aby nastepnym razem panowie przekazywali worki w ilosci workow odebranych.";Pojemniki/worki na odpady
